Plot Title: 10859595					
#	Date Time GMT-05:00	Temp °C (LGR S/N: 10859595 SEN S/N: 10868938)	Water Content m³/m³ (LGR S/N: 10859595 SEN S/N: 10879369)	Temp °C (LGR S/N: 10859595 SEN S/N: 10981827)	Water Content m³/m³ (LGR S/N: 10859595 SEN S/N: 11000470)
597	3/7/2017 15:10	24.484	-0.2747	20.436	-0.2565
598	3/7/2017 16:10	25.744	-0.2732	22.13	-0.2565
599	3/7/2017 17:10	23.905	-0.2763	20.674	-0.258
600	3/7/2017 18:10	26.744	-0.2747	22.561	-0.258
601	3/7/2017 19:10	24.122	-0.2779	20.246	-0.261
602	3/7/2017 20:10	17.463	-0.2794	15.39	-0.264
603	3/7/2017 21:10	11.127	-0.281	11.078	-0.2655
604	3/7/2017 22:10	9.657	-0.2826	9.682	-0.264
605	3/7/2017 23:10	7.945	-0.2842	7.92	-0.264
606	3/8/2017 0:10	7.217	-0.2842	7.419	-0.264
607	3/8/2017 1:10	7.419	-0.2842	7.82	-0.264
608	3/8/2017 2:10	6.636	-0.2842	7.015	-0.264
609	3/8/2017 3:10	5.591	-0.2842	6.026	-0.2625
610	3/8/2017 4:10	6.204	-0.2842	6.585	-0.2565
611	3/8/2017 5:10	4.35	-0.2842	4.506	-0.255
612	3/8/2017 6:10	4.22	-0.2842	4.402	-0.2535
613	3/8/2017 7:10	3.932	-0.2842	4.194	-0.252
614	3/8/2017 8:10	2.85	-0.2842	2.956	-0.2535
615	3/8/2017 9:10	4.298	-0.2842	4.792	-0.252
616	3/8/2017 10:10	6.331	-0.2826	5.872	-0.2491
617	3/8/2017 11:10	15.772	-0.2763	13.016	-0.2447
618	3/8/2017 12:10	21.27	-0.2747	17.534	-0.2404
619	3/8/2017 13:10	26.891	-0.2716	21.366	-0.2404
620	3/8/2017 14:10	26.671	-0.2732	22.058	-0.2404
621	3/8/2017 15:10	30.95	-0.2716	25.963	-0.2376
622	3/8/2017 16:10	32.201	-0.2716	27.014	-0.2362
623	3/8/2017 17:10	30.95	-0.2747	26.549	-0.2334
624	3/8/2017 18:10	28.097	-0.2763	24.146	-0.2362
625	3/8/2017 19:10	25.137	-0.2779	21.604	-0.239
626	3/8/2017 20:10	19.508	-0.2794	17.677	-0.2433
627	3/8/2017 21:10	13.209	-0.2826	13.161	-0.2447
628	3/8/2017 22:10	11.248	-0.2842	11.248	-0.2462
629	3/8/2017 23:10	10.467	-0.2842	10.638	-0.2462
630	3/9/2017 0:10	9.287	-0.2842	9.361	-0.2462
631	3/9/2017 1:10	8.145	-0.2842	8.295	-0.2462
632	3/9/2017 2:10	6.306	-0.2906	6.458	-0.2462
633	3/9/2017 3:10	6.408	-0.289	6.687	-0.2447
634	3/9/2017 4:10	7.091	-0.2906	7.293	-0.2433
635	3/9/2017 5:10	4.506	-0.2906	4.844	-0.2419
636	3/9/2017 6:10	5.179	-0.2906	5.462	-0.2433
637	3/9/2017 7:10	4.895	-0.2906	5.565	-0.2419
638	3/9/2017 8:10	3.564	-0.2906	3.67	-0.2419
639	3/9/2017 9:10	4.037	-0.2906	4.999	-0.239
640	3/9/2017 10:10	5.745	-0.289	5.975	-0.239
641	3/9/2017 11:10	16.63	-0.2842	13.954	-0.2376
642	3/9/2017 12:10	23.304	-0.2826	19.698	-0.2334
643	3/9/2017 13:10	30.798	-0.2779	24.992	-0.232
644	3/9/2017 14:10	34.677	-0.2763	29.065	-0.2306
645	3/9/2017 15:10	35.609	-0.2779	30.142	-0.2306
646	3/9/2017 16:10	40.257	-0.2747	33.94	-0.2292
647	3/9/2017 17:10	40.114	-0.2763	34.176	-0.2292
648	3/9/2017 18:10	33.287	-0.2794	29.389	-0.232
649	3/9/2017 19:10	27.776	-0.2826	24.992	-0.232
650	3/9/2017 20:10	22.513	-0.2858	20.603	-0.2334
651	3/9/2017 21:10	15.724	-0.289	15.676	-0.2348
652	3/9/2017 22:10	14.457	-0.289	14.601	-0.2348
653	3/9/2017 23:10	12.727	-0.289	12.992	-0.2376
654	3/10/2017 0:10	11.589	-0.289	11.613	-0.2376
655	3/10/2017 1:10	10.687	-0.289	10.761	-0.2376
656	3/10/2017 2:10	9.262	-0.289	9.238	-0.2376
657	3/10/2017 3:10	8.643	-0.289	8.792	-0.2376
658	3/10/2017 4:10	7.795	-0.289	7.268	-0.2376
659	3/10/2017 5:10	7.519	-0.289	7.72	-0.2376
660	3/10/2017 6:10	8.369	-0.289	8.817	-0.2376
661	3/10/2017 7:10	7.87	-0.289	8.344	-0.2376
662	3/10/2017 8:10	7.116	-0.289	7.242	-0.239
663	3/10/2017 9:10	5.924	-0.289	5.642	-0.2362
664	3/10/2017 10:10	8.568	-0.289	8.369	-0.2362
665	3/10/2017 11:10	14.146	-0.2858	12.364	-0.2362
666	3/10/2017 12:10	22.202	-0.2826	19.222	-0.2348
667	3/10/2017 13:10	32.33	-0.2779	27.063	-0.2306
668	3/10/2017 14:10	38.449	-0.2763	33.261	-0.2292
669	3/10/2017 15:10	33.73	-0.2779	28.245	-0.2306
670	3/10/2017 16:10	34.545	-0.2779	31.663	-0.232
671	3/10/2017 17:10	34.572	-0.2779	30.495	-0.2334
672	3/10/2017 18:10	32.047	-0.2794	27.998	-0.2376
673	3/10/2017 19:10	22.753	-0.2842	21.39	-0.2433
674	3/10/2017 20:10	19.984	-0.2858	19.127	-0.2462
675	3/10/2017 21:10	15.867	-0.2858	15.819	-0.2462
676	3/10/2017 22:10	14.697	-0.2874	14.768	-0.2476
677	3/10/2017 23:10	12.992	-0.2874	13.233	-0.2476
678	3/11/2017 0:10	11.346	-0.2874	11.394	-0.2476
679	3/11/2017 1:10	11.102	-0.2874	11.394	-0.2462
680	3/11/2017 2:10	10.051	-0.2874	10.296	-0.2462
681	3/11/2017 3:10	8.792	-0.2874	8.99	-0.2462
682	3/11/2017 4:10	7.82	-0.2858	8.095	-0.2433
683	3/11/2017 5:10	7.645	-0.2858	7.92	-0.2447
684	3/11/2017 6:10	7.192	-0.2874	7.444	-0.2462
685	3/11/2017 7:10	7.041	-0.2874	7.393	-0.2462
686	3/11/2017 8:10	7.268	-0.2858	7.77	-0.2462
687	3/11/2017 9:10	6.408	-0.2874	6.687	-0.2491
688	3/11/2017 10:10	10.785	-0.2874	10.149	-0.2491
689	3/11/2017 11:10	20.031	-0.281	16.963	-0.2476
690	3/11/2017 12:10	26.353	-0.2794	21.652	-0.2404
691	3/11/2017 13:10	32.742	-0.2763	27.382	-0.2376
692	3/11/2017 14:10	37.48	-0.2747	31.433	-0.232
693	3/11/2017 15:10	43.344	-0.2716	35.743	-0.2292
694	3/11/2017 16:10	43.951	-0.2716	36.039	-0.2306
695	3/11/2017 17:10	40.66	-0.2732	35.448	-0.2334
696	3/11/2017 18:10	33.521	-0.2763	28.866	-0.2362
697	3/11/2017 19:10	32.098	-0.2779	27.407	-0.239
698	3/11/2017 20:10	25.453	-0.281	22.369	-0.2404
699	3/11/2017 21:10	16.868	-0.2842	16.534	-0.2419
700	3/11/2017 22:10	14.721	-0.2842	14.218	-0.2404
701	3/11/2017 23:10	13.112	-0.2779	13.088	-0.2404
702	3/12/2017 0:10	12.461	-0.2779	12.509	-0.2404
703	3/12/2017 1:10	11.419	-0.2794	11.443	-0.2404
704	3/12/2017 2:10	10.467	-0.2794	10.565	-0.2404
705	3/12/2017 3:10	9.903	-0.2794	9.952	-0.2404
706	3/12/2017 4:10	9.78	-0.2794	9.903	-0.239
707	3/12/2017 5:10	9.41	-0.2794	9.435	-0.239
708	3/12/2017 6:10	8.643	-0.2794	8.742	-0.239
709	3/12/2017 7:10	7.92	-0.2794	8.145	-0.239
710	3/12/2017 8:10	7.594	-0.2794	7.895	-0.239
711	3/12/2017 9:10	7.77	-0.2794	8.045	-0.239
712	3/12/2017 10:10	10.956	-0.2779	11.151	-0.2376
713	3/12/2017 11:10	19.436	-0.2747	16.463	-0.2334
714	3/12/2017 12:10	26.207	-0.2701	22.681	-0.2264
715	3/12/2017 13:10	31.204	-0.2701	26.891	-0.2223
716	3/12/2017 14:10	37.728	-0.267	30.773	-0.2196
717	3/12/2017 15:10	40.775	-0.267	33.157	-0.2196
718	3/12/2017 16:10	41.298	-0.267	33.835	-0.2196
719	3/12/2017 17:10	38.896	-0.2686	32.407	-0.221
720	3/12/2017 18:10	33.94	-0.2701	29.34	-0.221
721	3/12/2017 19:10	29.59	-0.2732	25.939	-0.2223
722	3/12/2017 20:10	24.46	-0.2747	22.178	-0.225
723	3/12/2017 21:10	17.582	-0.2763	17.463	-0.2278
724	3/12/2017 22:10	15.342	-0.2779	15.151	-0.2278
725	3/12/2017 23:10	14.601	-0.2779	14.529	-0.2278
726	3/13/2017 0:10	13.473	-0.2779	13.473	-0.2278
727	3/13/2017 1:10	12.751	-0.2779	12.847	-0.2292
728	3/13/2017 2:10	11.686	-0.2779	11.71	-0.2292
729	3/13/2017 3:10	11.127	-0.2794	11.127	-0.2292
730	3/13/2017 4:10	10.443	-0.2794	10.541	-0.2292
731	3/13/2017 5:10	9.386	-0.2939	9.163	-0.2306
732	3/13/2017 6:10	9.287	-0.2939	9.312	-0.2306
733	3/13/2017 7:10	8.817	-0.2939	8.891	-0.2306
734	3/13/2017 8:10	7.82	-0.2939	7.845	-0.2306
735	3/13/2017 9:10	8.07	-0.2939	8.27	-0.2306
736	3/13/2017 10:10	10.59	-0.2923	11.759	-0.2292
737	3/13/2017 11:10	21.056	-0.289	20.031	-0.225
738	3/13/2017 12:10	30.394	-0.2842	27.875	-0.2237
739	3/13/2017 13:10	36.552	-0.281	31.179	-0.2223
740	3/13/2017 14:10	42.179	-0.2779	36.254	-0.221
741	3/13/2017 15:10	45.562	-0.2763	41.59	-0.2183
742	3/13/2017 16:10	47.385	-0.2747	41.443	-0.2196
743	3/13/2017 17:10	47.941	-0.2747	41.56	-0.2196
744	3/13/2017 18:10	44.196	-0.2779	34.969	-0.2223
745	3/13/2017 19:10	37.425	-0.2826	30.268	-0.2143
746	3/13/2017 20:10	29.515	-0.2858	25.623	-0.2237
747	3/13/2017 21:10	20.65	-0.289	20.079	-0.225
748	3/13/2017 22:10	18.438	-0.289	17.938	-0.225
749	3/13/2017 23:10	16.654	-0.289	16.034	-0.225
750	3/14/2017 0:10	14.984	-0.2906	14.146	-0.225
751	3/14/2017 1:10	14.409	-0.2906	14.194	-0.225
752	3/14/2017 2:10	13.329	-0.2906	13.257	-0.2264
753	3/14/2017 3:10	12.171	-0.2906	11.832	-0.2264
754	3/14/2017 4:10	11.637	-0.2923	11.662	-0.225
755	3/14/2017 5:10	10.761	-0.2923	10.81	-0.2264
756	3/14/2017 6:10	10.075	-0.2939	10.296	-0.2264
757	3/14/2017 7:10	9.706	-0.2939	9.952	-0.2278
758	3/14/2017 8:10	9.064	-0.2955	9.064	-0.2278
759	3/14/2017 9:10	8.792	-0.2955	8.767	-0.2264
760	3/14/2017 10:10	12.678	-0.2923	14.888	-0.225
761	3/14/2017 11:10	20.198	-0.289	19.294	-0.2223
762	3/14/2017 12:10	30.646	-0.2842	31.026	-0.2169
763	3/14/2017 13:10	39.516	-0.2794	36.987	-0.2143
764	3/14/2017 14:10	42.327	-0.2779	41.268	-0.2129
765	3/14/2017 15:10	45.436	-0.2763	43.314	-0.2116
766	3/14/2017 16:10	46.226	-0.2747	43.677	-0.2129
767	3/14/2017 17:10	43.465	-0.2779	40.257	-0.2129
768	3/14/2017 18:10	38.337	-0.281	35.77	-0.2143
769	3/14/2017 19:10	35.502	-0.2826	32.407	-0.2156
770	3/14/2017 20:10	29.715	-0.2858	28.122	-0.2183
771	3/14/2017 21:10	20.46	-0.289	19.484	-0.2223
772	3/14/2017 22:10	17.201	-0.2923	15.533	-0.2237
773	3/14/2017 23:10	15.748	-0.2906	15.127	-0.2237
774	3/15/2017 0:10	15.103	-0.2906	14.888	-0.225
775	3/15/2017 1:10	13.882	-0.2906	13.546	-0.225
776	3/15/2017 2:10	11.783	-0.2923	10.663	-0.2264
777	3/15/2017 3:10	11.394	-0.2923	10.565	-0.2264
778	3/15/2017 4:10	10.59	-0.2923	9.46	-0.2264
779	3/15/2017 5:10	9.805	-0.2988	8.742	-0.2278
780	3/15/2017 6:10	9.114	-0.2988	7.795	-0.2278
781	3/15/2017 7:10	8.742	-0.3005	8.095	-0.2278
782	3/15/2017 8:10	8.195	-0.3005	7.293	-0.2278
783	3/15/2017 9:10	7.87	-0.3005	7.167	-0.2278
784	3/15/2017 10:10	11.127	-0.2988	12.316	-0.2264
785	3/15/2017 11:10	21.987	-0.2923	24.195	-0.221
786	3/15/2017 12:10	30.976	-0.2874	30.243	-0.2169
787	3/15/2017 13:10	36.905	-0.2842	37.618	-0.2156
788	3/15/2017 14:10	41.414	-0.2826	40.228	-0.2143
789	3/15/2017 15:10	44.843	-0.281	43.284	-0.2143
790	3/15/2017 16:10	45.877	-0.281	43.103	-0.2143
791	3/15/2017 17:10	42.267	-0.2826	39.29	-0.2156
792	3/15/2017 18:10	39.545	-0.2842	36.254	-0.2156
793	3/15/2017 19:10	34.019	-0.2874	31.408	-0.2183
794	3/15/2017 20:10	27.407	-0.2906	25.744	-0.221
795	3/15/2017 21:10	20.055	-0.2939	18.866	-0.2237
796	3/15/2017 22:10	17.272	-0.2923	16.511	-0.2264
797	3/15/2017 23:10	14.625	-0.2939	13.088	-0.2278
798	3/16/2017 0:10	12.992	-0.2955	11.102	-0.2278
799	3/16/2017 1:10	12.509	-0.2955	11.419	-0.2278
800	3/16/2017 2:10	11.321	-0.2955	10.614	-0.2278
801	3/16/2017 3:10	10.516	-0.2955	9.583	-0.2278
802	3/16/2017 4:10	9.706	-0.2955	8.419	-0.2278
803	3/16/2017 5:10	9.361	-0.2955	8.593	-0.2278
804	3/16/2017 6:10	8.767	-0.2972	8.12	-0.2278
805	3/16/2017 7:10	8.965	-0.2955	8.593	-0.2278
806	3/16/2017 8:10	8.841	-0.2972	8.568	-0.2278
807	3/16/2017 9:10	8.941	-0.2972	8.866	-0.2278
808	3/16/2017 10:10	12.219	-0.2955	12.703	-0.2264
809	3/16/2017 11:10	21.581	-0.289	20.174	-0.2223
810	3/16/2017 12:10	28.816	-0.289	26.085	-0.2196
811	3/16/2017 13:10	33.704	-0.2858	28.841	-0.2183
812	3/16/2017 14:10	40.804	-0.2826	33.757	-0.2169
813	3/16/2017 15:10	43.495	-0.2779	39.914	-0.2143
814	3/16/2017 16:10	48.871	-0.2763	40.057	-0.2143
815	3/16/2017 17:10	47.255	-0.2779	41.239	-0.2143
816	3/16/2017 18:10	41.443	-0.2826	31.765	-0.2169
817	3/16/2017 19:10	31.103	-0.2874	25.38	-0.221
818	3/16/2017 20:10	24.532	-0.289	22.058	-0.2237
819	3/16/2017 21:10	18.961	-0.2923	17.915	-0.2237
820	3/16/2017 22:10	17.344	-0.2794	16.796	-0.225
821	3/16/2017 23:10	15.986	-0.2826	15.438	-0.225
822	3/17/2017 0:10	14.912	-0.281	14.17	-0.2264
823	3/17/2017 1:10	13.738	-0.2826	12.847	-0.2348
824	3/17/2017 2:10	12.703	-0.2826	11.929	-0.2362
825	3/17/2017 3:10	12.001	-0.2842	11.71	-0.2348
826	3/17/2017 4:10	11.273	-0.2842	11.005	-0.2348
827	3/17/2017 5:10	9.682	-0.2858	8.568	-0.2348
828	3/17/2017 6:10	9.41	-0.2858	8.866	-0.2348
829	3/17/2017 7:10	9.015	-0.2858	8.344	-0.2348
830	3/17/2017 8:10	8.742	-0.2858	8.245	-0.2348
831	3/17/2017 9:10	7.569	-0.2858	6.712	-0.2334
832	3/17/2017 10:10	11.807	-0.2842	12.437	-0.232
833	3/17/2017 11:10	20.555	-0.281	19.318	-0.2292
834	3/17/2017 12:10	31.103	-0.2747	27.702	-0.2237
835	3/17/2017 13:10	37.866	-0.2716	35.555	-0.2196
836	3/17/2017 14:10	42.594	-0.2701	41.795	-0.2156
837	3/17/2017 15:10	45.972	-0.2701	43.677	-0.2169
838	3/17/2017 16:10	44.257	-0.2701	41.327	-0.2169
839	3/17/2017 17:10	45.908	-0.2701	42.445	-0.2156
840	3/17/2017 18:10	37.453	-0.2732	34.73	-0.2169
841	3/17/2017 19:10	34.942	-0.2732	31.816	-0.2183
842	3/17/2017 20:10	29.115	-0.2763	27.308	-0.2183
843	3/17/2017 21:10	21.079	-0.281	19.365	-0.221
844	3/17/2017 22:10	17.891	-0.2826	16.368	-0.2223
845	3/17/2017 23:10	16.272	-0.2842	14.673	-0.2223
846	3/18/2017 0:10	15.127	-0.2842	13.762	-0.2237
847	3/18/2017 1:10	14.481	-0.2826	13.449	-0.2237
848	3/18/2017 2:10	13.185	-0.2858	11.929	-0.2237
849	3/18/2017 3:10	12.751	-0.2842	11.953	-0.2237
850	3/18/2017 4:10	11.54	-0.2858	10.614	-0.225
851	3/18/2017 5:10	11.127	-0.2858	10.369	-0.2264
852	3/18/2017 6:10	9.903	-0.2858	8.941	-0.2264
853	3/18/2017 7:10	9.114	-0.2874	8.444	-0.2278
854	3/18/2017 8:10	8.792	-0.2874	8.245	-0.2292
855	3/18/2017 9:10	7.67	-0.289	6.509	-0.2306
856	3/18/2017 10:10	10.394	-0.2858	10.541	-0.2306
857	3/18/2017 11:10	20.984	-0.281	21.032	-0.225
858	3/18/2017 12:10	30.293	-0.2763	30.52	-0.221
859	3/18/2017 13:10	32.794	-0.2763	32.484	-0.2223
860	3/18/2017 14:10	36.254	-0.2747	34.624	-0.221
861	3/18/2017 15:10	36.254	-0.2747	34.466	-0.221
862	3/18/2017 16:10	42.09	-0.2716	38.98	-0.2183
863	3/18/2017 17:10	43.374	-0.2716	39.516	-0.2169
864	3/18/2017 18:10	45.03	-0.2732	36.039	-0.2183
865	3/18/2017 19:10	38.784	-0.2747	34.572	-0.2156
866	3/18/2017 20:10	30.318	-0.2794	26.989	-0.2169
867	3/18/2017 21:10	20.865	-0.2842	19.936	-0.2183
868	3/18/2017 22:10	17.629	-0.2842	15.581	-0.2196
869	3/18/2017 23:10	15.819	-0.2858	13.954	-0.221
870	3/19/2017 0:10	14.577	-0.2858	12.944	-0.221
871	3/19/2017 1:10	13.137	-0.2858	11.443	-0.221
872	3/19/2017 2:10	12.413	-0.2858	11.589	-0.2223
873	3/19/2017 3:10	11.54	-0.2874	10.883	-0.2237
874	3/19/2017 4:10	11.71	-0.2906	11.37	-0.2237
875	3/19/2017 5:10	10.198	-0.2923	9.336	-0.225
876	3/19/2017 6:10	9.805	-0.2923	9.361	-0.2264
877	3/19/2017 7:10	8.618	-0.2923	8.17	-0.2278
878	3/19/2017 8:10	7.519	-0.2939	6.433	-0.2292
879	3/19/2017 9:10	7.67	-0.2939	7.066	-0.2292
880	3/19/2017 10:10	10.956	-0.2923	9.854	-0.2292
881	3/19/2017 11:10	23.448	-0.2858	24.798	-0.2223
882	3/19/2017 12:10	25.113	-0.2858	22.25	-0.2223
883	3/19/2017 13:10	27.505	-0.2842	26.036	-0.221
884	3/19/2017 14:10	30.016	-0.2842	26.818	-0.221
885	3/19/2017 15:10	36.742	-0.2794	34.176	-0.2183
886	3/19/2017 16:10	43.163	-0.2779	35.128	-0.2169
887	3/19/2017 17:10	43.647	-0.2779	39.065	-0.2156
888	3/19/2017 18:10	37.315	-0.281	33.73	-0.2169
889	3/19/2017 19:10	34.071	-0.2826	30.091	-0.2156
890	3/19/2017 20:10	23.761	-0.2874	21.915	-0.2169
891	3/19/2017 21:10	18.01	-0.289	16.392	-0.2183
892	3/19/2017 22:10	16.201	-0.2906	15.199	-0.2196
893	3/19/2017 23:10	14.146	-0.2906	12.63	-0.221
894	3/20/2017 0:10	12.703	-0.2906	11.273	-0.221
895	3/20/2017 1:10	11.734	-0.2906	9.952	-0.2223
896	3/20/2017 2:10	10.443	-0.2906	8.693	-0.2223
897	3/20/2017 3:10	11.297	-0.289	9.731	-0.2223
898	3/20/2017 4:10	10.663	-0.2906	8.767	-0.2237
899	3/20/2017 5:10	12.654	-0.2906	11.078	-0.2237
900	3/20/2017 6:10	12.147	-0.2906	10.858	-0.2237
901	3/20/2017 7:10	9.509	-0.2923	8.817	-0.2264
902	3/20/2017 8:10	9.114	-0.2923	8.618	-0.2264
903	3/20/2017 9:10	9.952	-0.2923	9.114	-0.2278
904	3/20/2017 10:10	12.847	-0.2906	14.649	-0.2264
905	3/20/2017 11:10	17.51	-0.289	17.938	-0.2264
906	3/20/2017 12:10	28.692	-0.2842	26.158	-0.221
907	3/20/2017 13:10	35.075	-0.281	32.098	-0.2183
908	3/20/2017 14:10	33.183	-0.2826	29.215	-0.221
909	3/20/2017 15:10	33.914	-0.2826	30.016	-0.221
910	3/20/2017 16:10	32.975	-0.2826	28.568	-0.221
911	3/20/2017 17:10	27.456	-0.2858	24.653	-0.221
912	3/20/2017 18:10	29.414	-0.2858	26.426	-0.2196
913	3/20/2017 19:10	23.569	-0.2874	21.175	-0.2143
914	3/20/2017 20:10	19.627	-0.289	17.391	-0.2156
915	3/20/2017 21:10	17.153	-0.289	15.366	-0.2156
916	3/20/2017 22:10	15.867	-0.289	14.409	-0.2156
917	3/20/2017 23:10	15.223	-0.2906	13.522	-0.2156
918	3/21/2017 0:10	13.401	-0.2874	12.413	-0.2169
919	3/21/2017 1:10	12.92	-0.2874	11.686	-0.2169
920	3/21/2017 2:10	14.05	-0.2874	12.992	-0.2156
921	3/21/2017 3:10	13.04	-0.2874	12.461	-0.2169
922	3/21/2017 4:10	14.505	-0.2858	13.954	-0.2169
923	3/21/2017 5:10	13.257	-0.2732	19.389	-0.1937
924	3/21/2017 6:10	13.305	-0.2747	22.393	-0.1912
925	3/21/2017 7:10	13.522	-0.2535	16.915	-0.1379
926	3/21/2017 8:10	13.81	-0.264	17.486	-0.1495
927	3/21/2017 9:10	13.57	-0.252	16.749	-0.1227
928	3/21/2017 10:10	14.649	-0.2747	18.461	-0.1572
929	3/21/2017 11:10	14.266	-0.2433	16.987	-0.1075
930	3/21/2017 12:10	18.533	-0.2747	21.939	-0.1538
931	3/21/2017 13:10	18.2	-0.2419	19.841	-0.1085
932	3/21/2017 14:10	19.365	-0.2535	21.366	-0.1379
933	3/21/2017 15:10	24.847	-0.2732	26.646	-0.1696
934	3/21/2017 16:10	21.079	-0.2763	20.65	-0.1887
935	3/21/2017 17:10	19.413	-0.2779	19.08	-0.1937
936	3/21/2017 18:10	18.866	-0.2779	18.438	-0.1962
937	3/21/2017 19:10	18.39	-0.2794	18.105	-0.1974
938	3/21/2017 20:10	16.368	-0.2794	15.748	-0.1974
939	3/21/2017 21:10	14.05	-0.2826	13.353	-0.2
940	3/21/2017 22:10	12.896	-0.2826	12.751	-0.2
941	3/21/2017 23:10	12.074	-0.2826	11.637	-0.2012
942	3/22/2017 0:10	11.2	-0.2779	11.273	-0.1987
943	3/22/2017 1:10	10.638	-0.2747	11.2	-0.1974
944	3/22/2017 2:10	11.053	-0.2732	11.783	-0.1949
945	3/22/2017 3:10	11.467	-0.2732	12.703	-0.1937
946	3/22/2017 4:10	9.903	-0.2747	11.637	-0.1937
947	3/22/2017 5:10	8.668	-0.2716	11.516	-0.1924
948	3/22/2017 6:10	8.245	-0.2686	13.353	-0.1887
949	3/22/2017 7:10	7.519	-0.267	12.606	-0.1875
950	3/22/2017 8:10	7.82	-0.267	12.992	-0.185
951	3/22/2017 9:10	7.393	-0.2686	12.413	-0.185
952	3/22/2017 10:10	9.015	-0.2701	15.151	-0.185
953	3/22/2017 11:10	16.177	-0.2794	23.28	-0.1949
954	3/22/2017 12:10	23.665	-0.2763	26.867	-0.2012
955	3/22/2017 13:10	30.672	-0.2747	32.562	-0.2025
956	3/22/2017 14:10	26.573	-0.2779	25.477	-0.2051
957	3/22/2017 15:10	14.409	-0.2655	17.32	-0.1561
958	3/22/2017 16:10	27.456	-0.2763	27.407	-0.1875
959	3/22/2017 17:10	31.204	-0.2763	28.891	-0.2012
960	3/22/2017 18:10	19.032	-0.2701	20.817	-0.142
961	3/22/2017 19:10	15.199	-0.2842	14.361	-0.1802
962	3/22/2017 20:10	19.389	-0.2826	18.271	-0.1887
963	3/22/2017 21:10	12.098	-0.2655	15.652	-0.1389
964	3/22/2017 22:10	11.005	-0.2763	14.745	-0.1495
965	3/22/2017 23:10	10.883	-0.281	10.467	-0.1549
966	3/23/2017 0:10	8.941	-0.2716	13.81	-0.1085
967	3/23/2017 1:10	9.015	-0.281	14.194	-0.1317
968	3/23/2017 2:10	8.319	-0.2858	13.714	-0.141
969	3/23/2017 3:10	7.544	-0.289	12.606	-0.1463
970	3/23/2017 4:10	6.965	-0.2923	12.509	-0.1495
971	3/23/2017 5:10	6.914	-0.2939	12.437	-0.1528
972	3/23/2017 6:10	6.56	-0.2939	11.904	-0.1495
973	3/23/2017 7:10	4.844	-0.2955	10.369	-0.1538
974	3/23/2017 8:10	4.818	-0.2923	10.761	-0.1549
975	3/23/2017 9:10	5.77	-0.2906	11.662	-0.1549
976	3/23/2017 10:10	8.12	-0.2939	10.736	-0.1594
977	3/23/2017 11:10	12.364	-0.289	16.868	-0.1685
978	3/23/2017 12:10	19.841	-0.289	21.557	-0.1802
979	3/23/2017 13:10	24.968	-0.289	22.058	-0.1863
980	3/23/2017 14:10	30.824	-0.2874	29.265	-0.185
981	3/23/2017 15:10	33.966	-0.2826	29.941	-0.1826
982	3/23/2017 16:10	36.065	-0.2826	28.221	-0.1838
983	3/23/2017 17:10	34.15	-0.2842	28.196	-0.185
984	3/23/2017 18:10	32.613	-0.2858	25.768	-0.1863
985	3/23/2017 19:10	27.628	-0.2874	22.848	-0.1875
986	3/23/2017 20:10	20.77	-0.2923	17.534	-0.1887
987	3/23/2017 21:10	11.686	-0.2972	11.029	-0.1924
988	3/23/2017 22:10	9.485	-0.2972	9.287	-0.1912
989	3/23/2017 23:10	8.99	-0.2972	8.841	-0.1937
990	3/24/2017 0:10	8.27	-0.2988	8.22	-0.1937
991	3/24/2017 1:10	7.142	-0.2988	7.091	-0.1949
992	3/24/2017 2:10	6.382	-0.2988	6.509	-0.1949
993	3/24/2017 3:10	5.488	-0.2988	5.924	-0.1949
994	3/24/2017 4:10	4.532	-0.3005	5.385	-0.1949
995	3/24/2017 5:10	4.246	-0.2988	5.36	-0.1949
996	3/24/2017 6:10	3.985	-0.2988	5.102	-0.1949
997	3/24/2017 7:10	3.827	-0.3005	5.024	-0.1962
998	3/24/2017 8:10	3.142	-0.3005	4.61	-0.1949
999	3/24/2017 9:10	3.932	-0.3005	5.257	-0.1949
1000	3/24/2017 10:10	11.613	-0.2955	14.29	-0.1924
1001	3/24/2017 11:10	17.534	-0.2923	18.057	-0.1912
1002	3/24/2017 12:10	27.456	-0.289	28.444	-0.1863
1003	3/24/2017 13:10	32.278	-0.2858	32.51	-0.185
1004	3/24/2017 14:10	35.448	-0.2858	34.466	-0.1838
1005	3/24/2017 15:10	37.811	-0.2826	35.797	-0.1838
1006	3/24/2017 16:10	37.233	-0.2842	34.334	-0.1863
1007	3/24/2017 17:10	31.026	-0.2858	28.99	-0.1912
1008	3/24/2017 18:10	23.593	-0.289	22.369	-0.1962
1009	3/24/2017 19:10	19.103	-0.2923	18.319	-0.1962
1010	3/24/2017 20:10	15.986	-0.2939	15.438	-0.1974
1011	3/24/2017 21:10	14.529	-0.2939	13.714	-0.1987
1012	3/24/2017 22:10	13.137	-0.2939	12.509	-0.2
1013	3/24/2017 23:10	12.703	-0.2939	12.098	-0.2
1014	3/25/2017 0:10	10.712	-0.2763	12.122	-0.1379
1015	3/25/2017 1:10	9.015	-0.2794	9.435	-0.1358
1016	3/25/2017 2:10	9.632	-0.289	9.854	-0.1399
1017	3/25/2017 3:10	9.657	-0.2747	11.248	-0.1218
1018	3/25/2017 4:10	8.245	-0.281	8.717	-0.1389
1019	3/25/2017 5:10	9.114	-0.2794	9.657	-0.1452
